file_name,stem,extension,path,relative_path,size_mb,modified_at,match_key,exists_in_mosaic,expected_name,expected_file_name,expected_stem,expected_date_token,expected_sector,expected_sector_candidates,expected_stem_candidates,rename_status,expected_name_exists_in_mosaic,matched_mosaic_source_field,matched_mosaic_path,matched_mosaic_file_name,matched_mosaic_stem,load_status
GEOSP-TRN-001426_GS_ORTOFOTO EB2 28-12-2025.tif,GEOSP-TRN-001426_GS_ORTOFOTO EB2 28-12-2025,.tif,\\amssclgis10.ams.gmams.cl\CL_MLP_PAO\Vuelos_Drone_Sin_Procesar\INPUT\20260206_Geosupport_primera entrega\SOLO_TIF_02Jun26\GEOSP-TRN-001426_GS_ORTOFOTO EB2 28-12-2025.tif,SOLO_TIF_02Jun26\GEOSP-TRN-001426_GS_ORTOFOTO EB2 28-12-2025.tif,110.944,2026-06-11 10:37:57,\\amssclgis10.ams.gmams.cl\cl_mlp_pao\vuelos_drone_sin_procesar\input\20260206_geosupport_primera entrega\solo_tif_02jun26\geosp-trn-001426_gs_ortofoto eb2 28-12-2025.tif,False,CL_MLP_PAO_IF_Ortho_25_12_28_eb2,CL_MLP_PAO_IF_Ortho_25_12_28_eb2.tif,CL_MLP_PAO_IF_Ortho_25_12_28_eb2,25_12_28,eb2,eb2,CL_MLP_PAO_IF_Ortho_25_12_28_eb2,ok,False,,,,,nueva_candidata
GEOSP-TRN-001553_GS_ORTOFOTO_EB2_20-12-2025.tif,GEOSP-TRN-001553_GS_ORTOFOTO_EB2_20-12-2025,.tif,\\amssclgis10.ams.gmams.cl\CL_MLP_PAO\Vuelos_Drone_Sin_Procesar\INPUT\20260206_Geosupport_primera entrega\SOLO_TIF_02Jun26\GEOSP-TRN-001553_GS_ORTOFOTO_EB2_20-12-2025.tif,SOLO_TIF_02Jun26\GEOSP-TRN-001553_GS_ORTOFOTO_EB2_20-12-2025.tif,147.589,2026-06-11 10:38:05,\\amssclgis10.ams.gmams.cl\cl_mlp_pao\vuelos_drone_sin_procesar\input\20260206_geosupport_primera entrega\solo_tif_02jun26\geosp-trn-001553_gs_ortofoto_eb2_20-12-2025.tif,False,CL_MLP_PAO_IF_Ortho_25_12_20_eb2,CL_MLP_PAO_IF_Ortho_25_12_20_eb2.tif,CL_MLP_PAO_IF_Ortho_25_12_20_eb2,25_12_20,eb2,eb2,CL_MLP_PAO_IF_Ortho_25_12_20_eb2,ok,False,,,,,nueva_candidata
GEOSP-TRN-001642_ORTOFOTO_EB2_03-01-2026.tif,GEOSP-TRN-001642_ORTOFOTO_EB2_03-01-2026,.tif,\\amssclgis10.ams.gmams.cl\CL_MLP_PAO\Vuelos_Drone_Sin_Procesar\INPUT\20260206_Geosupport_primera entrega\SOLO_TIF_02Jun26\GEOSP-TRN-001642_ORTOFOTO_EB2_03-01-2026.tif,SOLO_TIF_02Jun26\GEOSP-TRN-001642_ORTOFOTO_EB2_03-01-2026.tif,180.745,2026-06-11 10:38:07,\\amssclgis10.ams.gmams.cl\cl_mlp_pao\vuelos_drone_sin_procesar\input\20260206_geosupport_primera entrega\solo_tif_02jun26\geosp-trn-001642_ortofoto_eb2_03-01-2026.tif,False,CL_MLP_PAO_IF_Ortho_26_01_03_eb2,CL_MLP_PAO_IF_Ortho_26_01_03_eb2.tif,CL_MLP_PAO_IF_Ortho_26_01_03_eb2,26_01_03,eb2,eb2,CL_MLP_PAO_IF_Ortho_26_01_03_eb2,ok,False,,,,,nueva_candidata
GEOSP-TRN-001732_GS_ORTOFOTO_EB2_17-01-26.tif,GEOSP-TRN-001732_GS_ORTOFOTO_EB2_17-01-26,.tif,\\amssclgis10.ams.gmams.cl\CL_MLP_PAO\Vuelos_Drone_Sin_Procesar\INPUT\20260206_Geosupport_primera entrega\SOLO_TIF_02Jun26\GEOSP-TRN-001732_GS_ORTOFOTO_EB2_17-01-26.tif,SOLO_TIF_02Jun26\GEOSP-TRN-001732_GS_ORTOFOTO_EB2_17-01-26.tif,164.324,2026-06-11 10:38:09,\\amssclgis10.ams.gmams.cl\cl_mlp_pao\vuelos_drone_sin_procesar\input\20260206_geosupport_primera entrega\solo_tif_02jun26\geosp-trn-001732_gs_ortofoto_eb2_17-01-26.tif,False,CL_MLP_PAO_IF_Ortho_26_01_17_eb2,CL_MLP_PAO_IF_Ortho_26_01_17_eb2.tif,CL_MLP_PAO_IF_Ortho_26_01_17_eb2,26_01_17,eb2,eb2,CL_MLP_PAO_IF_Ortho_26_01_17_eb2,ok,False,,,,,nueva_candidata
GEOSP-TRN-001868_GS_ORTOFOTO EB2 04-02-2026.tif,GEOSP-TRN-001868_GS_ORTOFOTO EB2 04-02-2026,.tif,\\amssclgis10.ams.gmams.cl\CL_MLP_PAO\Vuelos_Drone_Sin_Procesar\INPUT\20260206_Geosupport_primera entrega\SOLO_TIF_02Jun26\GEOSP-TRN-001868_GS_ORTOFOTO EB2 04-02-2026.tif,SOLO_TIF_02Jun26\GEOSP-TRN-001868_GS_ORTOFOTO EB2 04-02-2026.tif,128.088,2026-06-11 10:38:15,\\amssclgis10.ams.gmams.cl\cl_mlp_pao\vuelos_drone_sin_procesar\input\20260206_geosupport_primera entrega\solo_tif_02jun26\geosp-trn-001868_gs_ortofoto eb2 04-02-2026.tif,False,CL_MLP_PAO_IF_Ortho_26_02_04_eb2,CL_MLP_PAO_IF_Ortho_26_02_04_eb2.tif,CL_MLP_PAO_IF_Ortho_26_02_04_eb2,26_02_04,eb2,eb2,CL_MLP_PAO_IF_Ortho_26_02_04_eb2,ok,False,,,,,nueva_candidata
GEOSP-TRN-002016_GS_ORTOFOTO_EB2_26-02-26.tif,GEOSP-TRN-002016_GS_ORTOFOTO_EB2_26-02-26,.tif,\\amssclgis10.ams.gmams.cl\CL_MLP_PAO\Vuelos_Drone_Sin_Procesar\INPUT\20260206_Geosupport_primera entrega\SOLO_TIF_02Jun26\GEOSP-TRN-002016_GS_ORTOFOTO_EB2_26-02-26.tif,SOLO_TIF_02Jun26\GEOSP-TRN-002016_GS_ORTOFOTO_EB2_26-02-26.tif,39.182,2026-06-11 10:38:21,\\amssclgis10.ams.gmams.cl\cl_mlp_pao\vuelos_drone_sin_procesar\input\20260206_geosupport_primera entrega\solo_tif_02jun26\geosp-trn-002016_gs_ortofoto_eb2_26-02-26.tif,False,CL_MLP_PAO_IF_Ortho_26_02_26_eb2,CL_MLP_PAO_IF_Ortho_26_02_26_eb2.tif,CL_MLP_PAO_IF_Ortho_26_02_26_eb2,26_02_26,eb2,eb2,CL_MLP_PAO_IF_Ortho_26_02_26_eb2,ok,False,,,,,nueva_candidata
GEOSP-TRN-002096_GS_ORTOFOTO_EB2_07-03-2026.tif,GEOSP-TRN-002096_GS_ORTOFOTO_EB2_07-03-2026,.tif,\\amssclgis10.ams.gmams.cl\CL_MLP_PAO\Vuelos_Drone_Sin_Procesar\INPUT\20260206_Geosupport_primera entrega\SOLO_TIF_02Jun26\GEOSP-TRN-002096_GS_ORTOFOTO_EB2_07-03-2026.tif,SOLO_TIF_02Jun26\GEOSP-TRN-002096_GS_ORTOFOTO_EB2_07-03-2026.tif,225.507,2026-06-11 10:38:24,\\amssclgis10.ams.gmams.cl\cl_mlp_pao\vuelos_drone_sin_procesar\input\20260206_geosupport_primera entrega\solo_tif_02jun26\geosp-trn-002096_gs_ortofoto_eb2_07-03-2026.tif,False,CL_MLP_PAO_IF_Ortho_26_03_07_eb2,CL_MLP_PAO_IF_Ortho_26_03_07_eb2.tif,CL_MLP_PAO_IF_Ortho_26_03_07_eb2,26_03_07,eb2,eb2,CL_MLP_PAO_IF_Ortho_26_03_07_eb2,ok,False,,,,,nueva_candidata
GEOSP-TRN-002140_GS_ORTOFOTO_EB2_13-03-26.tif,GEOSP-TRN-002140_GS_ORTOFOTO_EB2_13-03-26,.tif,\\amssclgis10.ams.gmams.cl\CL_MLP_PAO\Vuelos_Drone_Sin_Procesar\INPUT\20260206_Geosupport_primera entrega\SOLO_TIF_02Jun26\GEOSP-TRN-002140_GS_ORTOFOTO_EB2_13-03-26.tif,SOLO_TIF_02Jun26\GEOSP-TRN-002140_GS_ORTOFOTO_EB2_13-03-26.tif,32.226,2026-06-11 10:38:27,\\amssclgis10.ams.gmams.cl\cl_mlp_pao\vuelos_drone_sin_procesar\input\20260206_geosupport_primera entrega\solo_tif_02jun26\geosp-trn-002140_gs_ortofoto_eb2_13-03-26.tif,False,CL_MLP_PAO_IF_Ortho_26_03_13_eb2,CL_MLP_PAO_IF_Ortho_26_03_13_eb2.tif,CL_MLP_PAO_IF_Ortho_26_03_13_eb2,26_03_13,eb2,eb2,CL_MLP_PAO_IF_Ortho_26_03_13_eb2,ok,False,,,,,nueva_candidata
GEOSP-TRN-002235_GS_ORTOFOTO_EB2_27-03-26.tif,GEOSP-TRN-002235_GS_ORTOFOTO_EB2_27-03-26,.tif,\\amssclgis10.ams.gmams.cl\CL_MLP_PAO\Vuelos_Drone_Sin_Procesar\INPUT\20260206_Geosupport_primera entrega\SOLO_TIF_02Jun26\GEOSP-TRN-002235_GS_ORTOFOTO_EB2_27-03-26.tif,SOLO_TIF_02Jun26\GEOSP-TRN-002235_GS_ORTOFOTO_EB2_27-03-26.tif,29.406,2026-06-11 10:38:36,\\amssclgis10.ams.gmams.cl\cl_mlp_pao\vuelos_drone_sin_procesar\input\20260206_geosupport_primera entrega\solo_tif_02jun26\geosp-trn-002235_gs_ortofoto_eb2_27-03-26.tif,False,CL_MLP_PAO_IF_Ortho_26_03_27_eb2,CL_MLP_PAO_IF_Ortho_26_03_27_eb2.tif,CL_MLP_PAO_IF_Ortho_26_03_27_eb2,26_03_27,eb2,eb2,CL_MLP_PAO_IF_Ortho_26_03_27_eb2,ok,False,,,,,nueva_candidata
GEOSP-TRN-002356_GS_ORTOFOTO_EB2_12-04-26.tif,GEOSP-TRN-002356_GS_ORTOFOTO_EB2_12-04-26,.tif,\\amssclgis10.ams.gmams.cl\CL_MLP_PAO\Vuelos_Drone_Sin_Procesar\INPUT\20260206_Geosupport_primera entrega\SOLO_TIF_02Jun26\GEOSP-TRN-002356_GS_ORTOFOTO_EB2_12-04-26.tif,SOLO_TIF_02Jun26\GEOSP-TRN-002356_GS_ORTOFOTO_EB2_12-04-26.tif,45.081,2026-06-11 10:38:44,\\amssclgis10.ams.gmams.cl\cl_mlp_pao\vuelos_drone_sin_procesar\input\20260206_geosupport_primera entrega\solo_tif_02jun26\geosp-trn-002356_gs_ortofoto_eb2_12-04-26.tif,False,CL_MLP_PAO_IF_Ortho_26_04_12_eb2,CL_MLP_PAO_IF_Ortho_26_04_12_eb2.tif,CL_MLP_PAO_IF_Ortho_26_04_12_eb2,26_04_12,eb2,eb2,CL_MLP_PAO_IF_Ortho_26_04_12_eb2,ok,False,,,,,nueva_candidata
