file_name,stem,extension,path,relative_path,size_mb,modified_at,match_key,exists_in_mosaic,expected_name,expected_file_name,expected_stem,expected_date_token,expected_sector,rename_status,expected_name_exists_in_mosaic,matched_mosaic_source_field,matched_mosaic_path,matched_mosaic_file_name,matched_mosaic_stem,load_status
DJI_20260529101422_0002_V.JPG,DJI_20260529101422_0002_V,.jpg,\\amssclgis10.ams.gmams.cl\CL_MLP_PAO\Vuelos_Drone_Sin_Procesar\INPUT\20260206_Geosupport_primera entrega\SOLO_JPG_02Jun26\GEOSP-BTRAN-000001\FOTOS +VIDEO ESTACION DE VALVULAS N°1 (prioridad 14)\DJI_20260529101422_0002_V.JPG,20260206_Geosupport_primera entrega\SOLO_JPG_02Jun26\GEOSP-BTRAN-000001\FOTOS +VIDEO ESTACION DE VALVULAS N°1 (prioridad 14)\DJI_20260529101422_0002_V.JPG,0.959,2026-06-11 10:59:23,\\amssclgis10.ams.gmams.cl\cl_mlp_pao\vuelos_drone_sin_procesar\input\20260206_geosupport_primera entrega\solo_jpg_02jun26\geosp-btran-000001\fotos +video estacion de valvulas n°1 (prioridad 14)\dji_20260529101422_0002_v.jpg,False,CL_MLP_PAO_IF_Ortho_26_05_29_DJI_101422_0002_V,CL_MLP_PAO_IF_Ortho_26_05_29_DJI_101422_0002_V.tif,CL_MLP_PAO_IF_Ortho_26_05_29_DJI_101422_0002_V,26_05_29,DJI_101422_0002_V,ok,False,,,,,nueva_candidata
DJI_20260529101441_0004_V.JPG,DJI_20260529101441_0004_V,.jpg,\\amssclgis10.ams.gmams.cl\CL_MLP_PAO\Vuelos_Drone_Sin_Procesar\INPUT\20260206_Geosupport_primera entrega\SOLO_JPG_02Jun26\GEOSP-BTRAN-000001\FOTOS +VIDEO ESTACION DE VALVULAS N°1 (prioridad 14)\DJI_20260529101441_0004_V.JPG,20260206_Geosupport_primera entrega\SOLO_JPG_02Jun26\GEOSP-BTRAN-000001\FOTOS +VIDEO ESTACION DE VALVULAS N°1 (prioridad 14)\DJI_20260529101441_0004_V.JPG,0.956,2026-06-11 10:59:23,\\amssclgis10.ams.gmams.cl\cl_mlp_pao\vuelos_drone_sin_procesar\input\20260206_geosupport_primera entrega\solo_jpg_02jun26\geosp-btran-000001\fotos +video estacion de valvulas n°1 (prioridad 14)\dji_20260529101441_0004_v.jpg,False,CL_MLP_PAO_IF_Ortho_26_05_29_DJI_101441_0004_V,CL_MLP_PAO_IF_Ortho_26_05_29_DJI_101441_0004_V.tif,CL_MLP_PAO_IF_Ortho_26_05_29_DJI_101441_0004_V,26_05_29,DJI_101441_0004_V,ok,False,,,,,nueva_candidata
DJI_20260529101449_0005_V.JPG,DJI_20260529101449_0005_V,.jpg,\\amssclgis10.ams.gmams.cl\CL_MLP_PAO\Vuelos_Drone_Sin_Procesar\INPUT\20260206_Geosupport_primera entrega\SOLO_JPG_02Jun26\GEOSP-BTRAN-000001\FOTOS +VIDEO ESTACION DE VALVULAS N°1 (prioridad 14)\DJI_20260529101449_0005_V.JPG,20260206_Geosupport_primera entrega\SOLO_JPG_02Jun26\GEOSP-BTRAN-000001\FOTOS +VIDEO ESTACION DE VALVULAS N°1 (prioridad 14)\DJI_20260529101449_0005_V.JPG,1.017,2026-06-11 10:59:23,\\amssclgis10.ams.gmams.cl\cl_mlp_pao\vuelos_drone_sin_procesar\input\20260206_geosupport_primera entrega\solo_jpg_02jun26\geosp-btran-000001\fotos +video estacion de valvulas n°1 (prioridad 14)\dji_20260529101449_0005_v.jpg,False,CL_MLP_PAO_IF_Ortho_26_05_29_DJI_101449_0005_V,CL_MLP_PAO_IF_Ortho_26_05_29_DJI_101449_0005_V.tif,CL_MLP_PAO_IF_Ortho_26_05_29_DJI_101449_0005_V,26_05_29,DJI_101449_0005_V,ok,False,,,,,nueva_candidata
DJI_20260529101506_0006_V.JPG,DJI_20260529101506_0006_V,.jpg,\\amssclgis10.ams.gmams.cl\CL_MLP_PAO\Vuelos_Drone_Sin_Procesar\INPUT\20260206_Geosupport_primera entrega\SOLO_JPG_02Jun26\GEOSP-BTRAN-000001\FOTOS +VIDEO ESTACION DE VALVULAS N°1 (prioridad 14)\DJI_20260529101506_0006_V.JPG,20260206_Geosupport_primera entrega\SOLO_JPG_02Jun26\GEOSP-BTRAN-000001\FOTOS +VIDEO ESTACION DE VALVULAS N°1 (prioridad 14)\DJI_20260529101506_0006_V.JPG,0.933,2026-06-11 10:59:23,\\amssclgis10.ams.gmams.cl\cl_mlp_pao\vuelos_drone_sin_procesar\input\20260206_geosupport_primera entrega\solo_jpg_02jun26\geosp-btran-000001\fotos +video estacion de valvulas n°1 (prioridad 14)\dji_20260529101506_0006_v.jpg,False,CL_MLP_PAO_IF_Ortho_26_05_29_DJI_101506_0006_V,CL_MLP_PAO_IF_Ortho_26_05_29_DJI_101506_0006_V.tif,CL_MLP_PAO_IF_Ortho_26_05_29_DJI_101506_0006_V,26_05_29,DJI_101506_0006_V,ok,False,,,,,nueva_candidata
DJI_20260529101533_0007_V.JPG,DJI_20260529101533_0007_V,.jpg,\\amssclgis10.ams.gmams.cl\CL_MLP_PAO\Vuelos_Drone_Sin_Procesar\INPUT\20260206_Geosupport_primera entrega\SOLO_JPG_02Jun26\GEOSP-BTRAN-000001\FOTOS +VIDEO ESTACION DE VALVULAS N°1 (prioridad 14)\DJI_20260529101533_0007_V.JPG,20260206_Geosupport_primera entrega\SOLO_JPG_02Jun26\GEOSP-BTRAN-000001\FOTOS +VIDEO ESTACION DE VALVULAS N°1 (prioridad 14)\DJI_20260529101533_0007_V.JPG,0.985,2026-06-11 10:59:23,\\amssclgis10.ams.gmams.cl\cl_mlp_pao\vuelos_drone_sin_procesar\input\20260206_geosupport_primera entrega\solo_jpg_02jun26\geosp-btran-000001\fotos +video estacion de valvulas n°1 (prioridad 14)\dji_20260529101533_0007_v.jpg,False,CL_MLP_PAO_IF_Ortho_26_05_29_DJI_101533_0007_V,CL_MLP_PAO_IF_Ortho_26_05_29_DJI_101533_0007_V.tif,CL_MLP_PAO_IF_Ortho_26_05_29_DJI_101533_0007_V,26_05_29,DJI_101533_0007_V,ok,False,,,,,nueva_candidata
DJI_20260529101603_0008_V.JPG,DJI_20260529101603_0008_V,.jpg,\\amssclgis10.ams.gmams.cl\CL_MLP_PAO\Vuelos_Drone_Sin_Procesar\INPUT\20260206_Geosupport_primera entrega\SOLO_JPG_02Jun26\GEOSP-BTRAN-000001\FOTOS +VIDEO ESTACION DE VALVULAS N°1 (prioridad 14)\DJI_20260529101603_0008_V.JPG,20260206_Geosupport_primera entrega\SOLO_JPG_02Jun26\GEOSP-BTRAN-000001\FOTOS +VIDEO ESTACION DE VALVULAS N°1 (prioridad 14)\DJI_20260529101603_0008_V.JPG,1.17,2026-06-11 10:59:23,\\amssclgis10.ams.gmams.cl\cl_mlp_pao\vuelos_drone_sin_procesar\input\20260206_geosupport_primera entrega\solo_jpg_02jun26\geosp-btran-000001\fotos +video estacion de valvulas n°1 (prioridad 14)\dji_20260529101603_0008_v.jpg,False,CL_MLP_PAO_IF_Ortho_26_05_29_DJI_101603_0008_V,CL_MLP_PAO_IF_Ortho_26_05_29_DJI_101603_0008_V.tif,CL_MLP_PAO_IF_Ortho_26_05_29_DJI_101603_0008_V,26_05_29,DJI_101603_0008_V,ok,False,,,,,nueva_candidata
DJI_20250820094414_0002_V.JPG,DJI_20250820094414_0002_V,.jpg,\\amssclgis10.ams.gmams.cl\CL_MLP_PAO\Vuelos_Drone_Sin_Procesar\INPUT\20260206_Geosupport_primera entrega\SOLO_JPG_02Jun26\GEOSP-TRN-000901\DJI_20250820094414_0002_V.JPG,20260206_Geosupport_primera entrega\SOLO_JPG_02Jun26\GEOSP-TRN-000901\DJI_20250820094414_0002_V.JPG,1.157,2026-06-11 10:59:24,\\amssclgis10.ams.gmams.cl\cl_mlp_pao\vuelos_drone_sin_procesar\input\20260206_geosupport_primera entrega\solo_jpg_02jun26\geosp-trn-000901\dji_20250820094414_0002_v.jpg,False,CL_MLP_PAO_IF_Ortho_25_08_20_DJI_094414_0002_V,CL_MLP_PAO_IF_Ortho_25_08_20_DJI_094414_0002_V.tif,CL_MLP_PAO_IF_Ortho_25_08_20_DJI_094414_0002_V,25_08_20,DJI_094414_0002_V,ok,False,,,,,nueva_candidata
DJI_20250820094426_0004_V.JPG,DJI_20250820094426_0004_V,.jpg,\\amssclgis10.ams.gmams.cl\CL_MLP_PAO\Vuelos_Drone_Sin_Procesar\INPUT\20260206_Geosupport_primera entrega\SOLO_JPG_02Jun26\GEOSP-TRN-000901\DJI_20250820094426_0004_V.JPG,20260206_Geosupport_primera entrega\SOLO_JPG_02Jun26\GEOSP-TRN-000901\DJI_20250820094426_0004_V.JPG,1.183,2026-06-11 10:59:24,\\amssclgis10.ams.gmams.cl\cl_mlp_pao\vuelos_drone_sin_procesar\input\20260206_geosupport_primera entrega\solo_jpg_02jun26\geosp-trn-000901\dji_20250820094426_0004_v.jpg,False,CL_MLP_PAO_IF_Ortho_25_08_20_DJI_094426_0004_V,CL_MLP_PAO_IF_Ortho_25_08_20_DJI_094426_0004_V.tif,CL_MLP_PAO_IF_Ortho_25_08_20_DJI_094426_0004_V,25_08_20,DJI_094426_0004_V,ok,False,,,,,nueva_candidata
DJI_20250820094432_0005_V.JPG,DJI_20250820094432_0005_V,.jpg,\\amssclgis10.ams.gmams.cl\CL_MLP_PAO\Vuelos_Drone_Sin_Procesar\INPUT\20260206_Geosupport_primera entrega\SOLO_JPG_02Jun26\GEOSP-TRN-000901\DJI_20250820094432_0005_V.JPG,20260206_Geosupport_primera entrega\SOLO_JPG_02Jun26\GEOSP-TRN-000901\DJI_20250820094432_0005_V.JPG,1.215,2026-06-11 10:59:24,\\amssclgis10.ams.gmams.cl\cl_mlp_pao\vuelos_drone_sin_procesar\input\20260206_geosupport_primera entrega\solo_jpg_02jun26\geosp-trn-000901\dji_20250820094432_0005_v.jpg,False,CL_MLP_PAO_IF_Ortho_25_08_20_DJI_094432_0005_V,CL_MLP_PAO_IF_Ortho_25_08_20_DJI_094432_0005_V.tif,CL_MLP_PAO_IF_Ortho_25_08_20_DJI_094432_0005_V,25_08_20,DJI_094432_0005_V,ok,False,,,,,nueva_candidata
DJI_20250820094437_0006_V.JPG,DJI_20250820094437_0006_V,.jpg,\\amssclgis10.ams.gmams.cl\CL_MLP_PAO\Vuelos_Drone_Sin_Procesar\INPUT\20260206_Geosupport_primera entrega\SOLO_JPG_02Jun26\GEOSP-TRN-000901\DJI_20250820094437_0006_V.JPG,20260206_Geosupport_primera entrega\SOLO_JPG_02Jun26\GEOSP-TRN-000901\DJI_20250820094437_0006_V.JPG,1.188,2026-06-11 10:59:25,\\amssclgis10.ams.gmams.cl\cl_mlp_pao\vuelos_drone_sin_procesar\input\20260206_geosupport_primera entrega\solo_jpg_02jun26\geosp-trn-000901\dji_20250820094437_0006_v.jpg,False,CL_MLP_PAO_IF_Ortho_25_08_20_DJI_094437_0006_V,CL_MLP_PAO_IF_Ortho_25_08_20_DJI_094437_0006_V.tif,CL_MLP_PAO_IF_Ortho_25_08_20_DJI_094437_0006_V,25_08_20,DJI_094437_0006_V,ok,False,,,,,nueva_candidata
